total_bill,tip,dessert,day,time,size
21.770784306870137,2.2155102394478634,Yes,Sat,Dinner,2
23.489524906236486,1.603692636178239,Yes,Sat,Dinner,4
14.802407718036271,2.7806856782844713,Yes,Sat,Dinner,3
12.616014167578719,3.0701269113653504,No,Sat,Dinner,2
10.313668583885525,1.4995595850830858,No,Sat,Dinner,2
16.055344684850134,3.0467211600478286,Yes,Sat,Dinner,2
9.60914971475697,1.1615348368895575,No,Sat,Dinner,2
12.181703759625082,1.0500914860478747,Yes,Sat,Dinner,2
30.114094001724435,0.7697675667511759,Yes,Sat,Dinner,2
35.98288842604592,3.2622825265956044,No,Sat,Dinner,3
30.468526388919624,4.3124193200701155,No,Sat,Dinner,3
28.91411246072699,1.6571671359611257,Yes,Sat,Dinner,2
23.587541742008195,1.826651421974841,Yes,Sat,Dinner,2
18.958498345527698,1.7608353413866145,No,Sat,Dinner,2
20.447649129252603,2.671643668544374,No,Thur,Dinner,2
15.384889420370524,1.0134817152055406,No,Sun,Dinner,2
10.376478907683529,1.5856638040395128,No,Sun,Dinner,3
20.291215980914025,2.899615884975627,No,Sun,Dinner,3
21.858240449842366,3.085555562320708,No,Sun,Dinner,2
24.764782434248147,3.161623163218131,No,Sun,Dinner,4
26.75662301976167,3.8707426233526743,No,Sun,Dinner,4
8.047771626108869,1.9897330172654324,No,Sun,Dinner,2
27.2307320192599,2.7715969066792825,No,Sun,Dinner,4
15.99065876503168,2.096448399451197,No,Sun,Dinner,2
15.631451900683109,3.375421922749118,No,Sun,Dinner,2
10.424922652617296,1.6606247950992044,No,Sun,Dinner,2
34.89939603831758,3.489709135476184,No,Sun,Dinner,4
15.788787575558747,1.7181305016795796,No,Sun,Dinner,2
18.822446351364693,2.8830656525733134,No,Sun,Dinner,4
14.581730115810199,2.7414308707098956,No,Sun,Dinner,2
21.13172345785819,3.444963604003006,No,Sun,Dinner,2
9.478310219033316,1.7393206897722724,No,Sun,Dinner,3
15.327963334591956,3.4367678164236652,No,Sun,Dinner,3
15.80756977402855,3.7753754280409266,No,Sun,Dinner,3
19.944147705521086,3.2920396130772547,No,Sat,Dinner,3
19.57015835130241,4.415384206414759,No,Sat,Dinner,2
19.953097205498246,2.7461307623242535,No,Sat,Dinner,2
15.180169686280843,2.0284141194572904,No,Sat,Dinner,2
38.48731929132963,5.462114514869352,No,Sat,Dinner,4
20.6947469362114,2.502216776920031,No,Sat,Dinner,2
16.33553205562384,2.316151528271329,No,Sat,Dinner,4
12.499990620689625,1.8136494144649349,No,Sat,Dinner,2
13.11204995134985,2.110694127784519,No,Sat,Dinner,2
20.6448550334271,3.7686360909125978,No,Sat,Dinner,2
21.06035283335746,2.354943649670794,No,Sat,Dinner,2
9.708900833279687,1.5259072685898563,No,Sat,Dinner,2
17.27559843781401,2.6425003062264807,No,Sat,Dinner,4
13.691883264462325,2.7701143573188176,No,Sat,Dinner,2
22.586440386197072,2.216329080095261,No,Sat,Dinner,4
16.663793020784112,3.1341488468130585,No,Sat,Dinner,2
22.020338581609884,2.8712702241408534,No,Sat,Dinner,3
15.540692867773005,1.861767971645589,No,Sat,Dinner,3
17.290131747335327,2.8323104707328595,No,Sat,Dinner,3
18.072112740358918,2.122306205709698,No,Sat,Dinner,3
31.193712829328256,3.3983549936883297,No,Sat,Dinner,3
15.31057408201401,2.3084296890886096,No,Sat,Dinner,3
17.854214193294002,2.4972795988020535,No,Sun,Dinner,2
13.916243111931095,2.782172497885516,No,Sun,Dinner,2
8.94153976656293,1.4058320163049436,No,Sun,Dinner,2
27.543060398416923,5.011974253366443,No,Sun,Dinner,4
19.39056354187561,3.256056814758599,No,Sun,Dinner,2
23.788310307016857,4.556237758663728,No,Sun,Dinner,2
31.539354252760806,4.199010561981025,No,Sun,Dinner,4
26.74804557286348,1.807326476077255,No,Sun,Dinner,3
17.652514579532088,3.2181940000919345,No,Sun,Dinner,2
11.429476645730968,2.4097058094511943,No,Sun,Dinner,2
9.723159068899854,2.592142673145122,No,Sun,Dinner,2
32.39751846698166,4.109598058045659,No,Sun,Dinner,4
9.499011448758152,1.5683052681174345,No,Sun,Dinner,2
27.26153014993681,3.6517503919848107,No,Sun,Dinner,4
21.179400299365007,2.8508525463729,No,Sun,Dinner,2
35.10702331346685,2.2603503984779865,Yes,Sat,Dinner,4
24.991065160873365,1.2516718562733242,No,Sat,Dinner,2
11.865236831673332,1.6086134212533563,Yes,Sat,Dinner,2
43.93743437542602,4.792256138941476,No,Sat,Dinner,4
18.775120253402935,2.9552331704939716,Yes,Sat,Dinner,2
13.168973193704426,1.836197272359969,Yes,Sat,Dinner,2
11.289943551125573,2.0494159181374654,Yes,Sat,Dinner,2
17.14526120252155,3.8922651851633314,Yes,Sat,Dinner,4
18.780642133414467,2.4288727060912296,No,Sat,Dinner,3
18.965022653382274,2.9579171158936424,No,Sat,Dinner,3
16.727128168893785,2.4163181436145544,No,Sat,Dinner,2
2.8056728860706106,0.9454003879688085,Yes,Sat,Dinner,1
19.621817380749878,1.8547394119951321,No,Sat,Dinner,2
15.971454030155671,2.2121396633418833,Yes,Sat,Dinner,2
12.618329392986293,2.1232916186168356,No,Sat,Dinner,2
16.149538938819372,2.816900589129726,No,Sat,Dinner,3
29.122993404341184,2.6431706303578264,Yes,Sat,Dinner,2
26.54502347577997,4.357365700162717,Yes,Sat,Dinner,2
14.902513248073435,2.4076842014550586,No,Sat,Dinner,2
9.840273521250959,1.358677775061247,No,Sat,Dinner,2
17.983218643523642,3.0304983890315293,Yes,Sat,Dinner,2
27.818353560168312,3.1468144763950665,No,Thur,Lunch,4
24.631613711312287,2.4465100534836868,No,Thur,Lunch,2
16.72162659962074,2.7415924866998638,No,Thur,Lunch,2
18.442249428904443,3.088349874966192,Yes,Thur,Lunch,2
16.90528622852278,3.133990733770497,No,Thur,Lunch,2
9.661512978181007,1.810286355687841,No,Thur,Lunch,1
35.53608375737849,3.287874856546476,Yes,Thur,Lunch,2
15.081310065172541,1.8297685342488317,No,Thur,Lunch,2
32.730713576724824,3.611711491830871,No,Thur,Lunch,4
13.233145895913786,1.90825014638835,No,Thur,Lunch,2
18.52539283753219,4.279095133915589,No,Thur,Lunch,2
26.93164370240216,4.604814612889425,No,Thur,Lunch,2
20.25529373265992,2.6399437215980526,No,Thur,Lunch,2
30.315145713253372,1.9868242266244494,Yes,Fri,Dinner,2
20.70475307856447,3.098299612352069,No,Fri,Dinner,2
5.314267787279403,1.0179942333442034,Yes,Fri,Dinner,2
17.658597823435734,4.40642219792813,Yes,Fri,Dinner,2
22.104518369703317,2.655011938143589,No,Fri,Dinner,2
37.081603528249985,3.5170090223355834,Yes,Fri,Dinner,4
28.922615102770557,3.69941899381971,Yes,Fri,Dinner,2
11.189688301954762,1.6429396884634646,Yes,Fri,Dinner,2
21.674456200352232,2.5744315778852385,Yes,Fri,Dinner,2
11.793091619023174,1.3803366929799206,No,Fri,Dinner,2
11.077659816803617,2.2920821070953794,Yes,Fri,Dinner,2
16.520909087210036,2.9045732641072304,Yes,Fri,Dinner,2
46.755003009447634,1.8566530843895401,Yes,Sat,Dinner,3
23.319111766545632,3.0111040699711813,Yes,Sat,Dinner,2
19.964341884545608,4.361153987209062,No,Sat,Dinner,2
14.55556673467103,1.7156479082071494,Yes,Sat,Dinner,2
21.72413864817807,3.2547265313645166,Yes,Sat,Dinner,2
27.558050520885708,3.986508654423717,Yes,Sat,Dinner,2
18.851302840675725,3.6544946944151766,No,Sat,Dinner,2
13.791944322512975,4.1002014731057255,Yes,Sat,Dinner,2
13.287909804150704,2.9836231927635235,No,Sat,Dinner,2
6.5461795734976755,0.9599489090345484,No,Sat,Dinner,1
34.51768079911061,2.7388212978786637,No,Sun,Dinner,3
25.440197160608964,2.319571969400702,No,Sun,Dinner,2
27.816194185908195,3.676043795473311,No,Sun,Dinner,3
18.71624484396377,3.2887304197266554,No,Sun,Dinner,2
29.13153836857325,4.351342378153892,No,Sun,Dinner,4
10.78533379551282,1.369643819639839,No,Thur,Lunch,2
11.69903178690435,1.7885500676268247,No,Thur,Lunch,2
24.031034803414332,2.7225955367653274,No,Thur,Lunch,4
12.678224124163133,2.2734758122017342,No,Thur,Lunch,2
12.101649277327999,1.650024839928532,No,Thur,Lunch,2
14.039248433197699,2.4978334504137525,No,Thur,Lunch,2
16.65288275371627,1.8640125096169031,No,Thur,Lunch,2
12.259059059673316,2.4757105650067954,No,Thur,Lunch,2
30.948162882127043,3.326017532838392,No,Thur,Lunch,6
9.34250967725484,1.5838544575189157,No,Thur,Lunch,2
14.51320211957741,1.9189492406808843,No,Thur,Lunch,2
11.752767134736686,2.1024109098050268,No,Thur,Lunch,2
24.82249462021664,1.6857098430505628,No,Thur,Lunch,3
20.407408631803158,1.370692952526819,No,Thur,Lunch,2
19.355662962739522,2.7536035211337317,No,Thur,Lunch,2
11.264587661893996,1.3828157453540593,No,Thur,Lunch,2
11.639593160507827,2.0994366042798087,No,Thur,Lunch,2
17.051517584066005,2.984226514880067,No,Thur,Lunch,2
8.40626001285638,1.2489646922729054,No,Thur,Lunch,2
11.291735914071447,1.9157928365896055,No,Thur,Lunch,2
15.286037833642395,2.166320474452127,No,Thur,Lunch,2
15.436442566841732,1.9438881353397583,Yes,Thur,Lunch,2
13.719619755608834,2.6014305369992896,No,Thur,Lunch,2
16.68302651022215,3.8170774366056226,No,Thur,Lunch,2
36.21901269212797,4.945206710265437,No,Thur,Lunch,6
40.38440131638477,3.883337131287238,No,Thur,Lunch,5
29.25248364028602,4.367582811068732,No,Thur,Lunch,6
15.718359678231016,2.3677533193011016,No,Thur,Lunch,2
7.576703044626918,1.5104512979518387,No,Thur,Lunch,2
17.82792938320842,1.4181136512271775,No,Thur,Lunch,3
11.919031257460615,1.64581718610185,No,Thur,Lunch,2
10.478940989805134,1.5712901718590473,No,Thur,Lunch,2
7.985999421549545,2.1777511800401226,No,Thur,Lunch,2
14.829745631962767,2.288547170704494,No,Sun,Dinner,2
14.433603539241034,1.8300048903886568,No,Sun,Dinner,2
18.312473879070218,2.5873334121740896,No,Sun,Dinner,3
22.492113941111768,1.7590064529460503,No,Sun,Dinner,4
17.915687529988908,1.8273612066533946,No,Sun,Dinner,4
30.390791380110713,3.5698226507199293,No,Sun,Dinner,5
46.50610047212319,3.6746417600857253,No,Sun,Dinner,6
26.887628850526667,3.296472471883949,No,Sun,Dinner,4
12.11554223841545,2.539584058281943,No,Sun,Dinner,2
17.35463040431916,2.144924504680521,No,Sun,Dinner,4
23.260344764514226,3.0636961596442838,No,Sun,Dinner,4
12.492874877565637,2.486948809230097,No,Sun,Dinner,2
15.07776196217926,2.1282157301871005,No,Sun,Dinner,3
12.858969363454264,1.811770627864552,No,Sun,Dinner,2
16.223247386162317,2.7666731309029773,Yes,Sun,Dinner,2
24.741639882732475,3.073203210215815,No,Sun,Dinner,3
21.452317186406457,1.9657694858965216,No,Sun,Dinner,2
30.584461871887015,3.1548837241948826,No,Sun,Dinner,4
11.417303196972576,1.5568928454920006,Yes,Sat,Dinner,2
11.192191592254298,1.9325629252492316,Yes,Sat,Dinner,2
55.80431797585297,6.930808375367904,Yes,Sat,Dinner,3
16.72225213047829,3.060406860224501,Yes,Sat,Dinner,2
6.557514451261975,4.688251781964786,Yes,Sun,Dinner,2
35.00511717834463,2.2331273987796276,Yes,Sun,Dinner,2
17.67846391834772,4.344321167358463,Yes,Sun,Dinner,2
35.167969128254455,2.4692373561474033,Yes,Sun,Dinner,2
17.63171003663914,2.0928613095435455,Yes,Sun,Dinner,2
13.222642297871378,1.8734297573035665,Yes,Sun,Dinner,2
10.013339940736405,4.014402659298122,Yes,Sun,Dinner,2
33.023158385375794,2.3806746378372274,Yes,Sun,Dinner,2
33.75405646012959,2.547610761774566,Yes,Sun,Dinner,4
25.616983609170834,4.708024504621694,Yes,Sun,Dinner,2
45.68734087431256,2.439879638877095,Yes,Sun,Dinner,3
24.3273065875906,5.3939128284192535,Yes,Sun,Dinner,4
38.98466901759344,1.9986796687371204,Yes,Sun,Dinner,2
21.041822492556328,3.8585474753145697,No,Sun,Dinner,5
20.645574957206616,3.110279082070988,Yes,Sun,Dinner,3
31.057752579448092,1.3907619817927177,Yes,Sun,Dinner,5
19.920576962958105,3.613838677404128,Yes,Sun,Dinner,3
22.43307688805561,3.3368254279224807,Yes,Sun,Dinner,3
15.145979292684354,1.3863190554076852,Yes,Sun,Dinner,2
18.800403026857207,4.555078632522725,Yes,Thur,Lunch,2
25.720592615792775,2.2337190400347207,Yes,Thur,Lunch,2
15.43895756986011,2.20005445265874,Yes,Thur,Lunch,2
17.245737099681087,4.189393244223918,Yes,Thur,Lunch,2
7.568311623980217,1.4361335209687403,No,Thur,Lunch,2
9.902230639924003,2.139270130766931,Yes,Thur,Lunch,2
40.82315523464305,3.784052016903334,Yes,Thur,Lunch,4
11.75294848851095,2.0335860304640065,Yes,Thur,Lunch,2
13.250451153816131,1.9468882221724466,Yes,Thur,Lunch,2
17.79720673036806,3.814652654737968,Yes,Thur,Lunch,3
13.74758746115951,2.130241634641153,Yes,Thur,Lunch,2
11.758394573248413,2.134871731154472,Yes,Thur,Lunch,2
17.914118794167642,2.704458629316585,Yes,Thur,Lunch,2
20.185319362304494,3.5045996917159865,Yes,Thur,Lunch,4
15.98567148589745,2.973747348687654,Yes,Thur,Lunch,3
26.647927904496925,3.0808468715644026,Yes,Sat,Dinner,3
40.1375649641655,2.304072133614115,Yes,Sat,Dinner,4
25.958222105339726,1.6539938358671742,Yes,Sat,Dinner,2
13.082801576713603,2.035363858663014,Yes,Sat,Dinner,2
29.088984004487497,1.7775831172186134,Yes,Sat,Dinner,3
24.987871421083362,4.357355134564818,Yes,Sat,Dinner,4
50.03685992274558,6.2942941426202905,No,Sat,Dinner,4
13.971924748461229,2.62230463964899,Yes,Sat,Dinner,2
27.38088038741753,6.001806473886324,Yes,Sat,Dinner,3
12.726098816760539,1.1622860852907393,Yes,Sat,Dinner,2
28.200054864917607,2.4234312588821583,Yes,Sat,Dinner,5
11.95717317806727,1.6487428048816162,Yes,Sat,Dinner,2
8.057240068026728,1.4634759406176132,Yes,Sat,Dinner,2
28.12403939002596,2.50941875014461,Yes,Sat,Dinner,4
11.5283071866575,2.3223569462738562,Yes,Fri,Lunch,2
14.103570888291364,3.5087550108697023,Yes,Fri,Lunch,2
7.909474633713362,1.909839121984353,Yes,Fri,Lunch,1
17.197863563351365,3.2552268652891025,No,Fri,Lunch,3
12.186414146240386,1.5119118042817499,Yes,Fri,Lunch,2
15.487514373362792,2.4565857179731867,Yes,Fri,Lunch,2
9.407752973878942,2.1909641208193715,Yes,Fri,Lunch,2
20.455215066412382,2.460105225327724,No,Sat,Dinner,4
13.464327095514264,2.8341940684187863,No,Sat,Dinner,2
21.16641230015818,2.29810530926035,Yes,Sat,Dinner,2
24.225570075788802,1.6986702778178018,Yes,Sat,Dinner,4
14.369733801090014,3.1570438133640195,Yes,Sat,Dinner,3
11.67806677542203,3.449034196590126,No,Sat,Dinner,2
11.538426287366711,1.5082934092142724,No,Sat,Dinner,2
15.02612168721608,3.2425820951216084,Yes,Sat,Dinner,2
9.290795611244121,1.3463831853434647,No,Sat,Dinner,2
13.130506994637415,1.0562538106174153,Yes,Sat,Dinner,2
34.651115980800085,0.7730853294790148,Yes,Sat,Dinner,2
38.04907781121757,3.369258747122925,No,Sat,Dinner,3
28.941973872310278,5.503463003710947,No,Sat,Dinner,3
27.335472948829263,1.734375486874159,Yes,Sat,Dinner,2
23.59396840356731,1.5358724824671683,Yes,Sat,Dinner,2
18.74275823019161,1.836963366183784,No,Sat,Dinner,2
19.41348641249906,2.886829591985841,No,Thur,Dinner,2
18.360613348029872,1.024865442710418,No,Sun,Dinner,2
9.498190067747831,1.648166451710306,No,Sun,Dinner,3
20.973161978835936,3.211033691519307,No,Sun,Dinner,3
26.001094572768288,2.8031611569610786,No,Sun,Dinner,2
22.722456982814037,2.940079409980665,No,Sun,Dinner,4
23.495697727418474,4.075231516004991,No,Sun,Dinner,4
9.093542077143665,2.0190678091163363,No,Sun,Dinner,2
27.138768177219557,2.4848038222772346,No,Sun,Dinner,4
13.617953487766504,1.9401687277995976,No,Sun,Dinner,2
14.016184024361328,3.3545717077940105,No,Sun,Dinner,2
10.111060382547716,1.8435222349636458,No,Sun,Dinner,2
32.264819338986165,3.6421247899252784,No,Sun,Dinner,4
14.846829737837007,1.569791659160973,No,Sun,Dinner,2
17.992479281711333,2.958205587731889,No,Sun,Dinner,4
13.9431697024111,2.844081941244022,No,Sun,Dinner,2
19.884882865983055,4.279275520869404,No,Sun,Dinner,2
11.068522529833006,1.5930726571583493,No,Sun,Dinner,3
15.178130542183503,3.5043462608349305,No,Sun,Dinner,3
15.872934569318161,3.155681396245193,No,Sun,Dinner,3
22.208930776351178,2.9863612541219653,No,Sat,Dinner,3
17.928296219172932,3.728388940016514,No,Sat,Dinner,2
19.570456727584858,2.70481120259231,No,Sat,Dinner,2
17.097522291903143,2.1118658412297493,No,Sat,Dinner,2
35.732182545178425,5.5556944780862665,No,Sat,Dinner,4
19.16557788778502,3.1245771452807043,No,Sat,Dinner,2
17.50377993826558,2.2111267935447154,No,Sat,Dinner,4
14.023868519895348,2.1940860673184415,No,Sat,Dinner,2
12.931524869552932,2.03724454455294,No,Sat,Dinner,2
20.12232607689841,3.3399634353416965,No,Sat,Dinner,2
18.23017882128109,2.8349146036039823,No,Sat,Dinner,2
10.32338207880355,1.4962545585469047,No,Sat,Dinner,2
19.985019137050152,2.707585654012904,No,Sat,Dinner,4
16.37925027434521,3.064011612100907,No,Sat,Dinner,2
20.992951500538346,2.2520404849621474,No,Sat,Dinner,4
18.612752969331975,3.1072600069190774,No,Sat,Dinner,2
26.189255154952992,3.083325591945498,No,Sat,Dinner,3
16.93608671306004,1.975920422933842,No,Sat,Dinner,3
18.326459157730394,2.802386785928743,No,Sat,Dinner,3
18.538686351152197,2.121491411866946,No,Sat,Dinner,3
32.361899678556156,3.372009661157527,No,Sat,Dinner,3
16.54826671121285,2.321760280809673,No,Sat,Dinner,3
17.943908628294206,2.663336653799039,No,Sun,Dinner,2
14.167879049122112,3.180224003735793,No,Sun,Dinner,2
10.548506305650774,1.3451874335427554,No,Sun,Dinner,2
30.368927491280736,4.170367016393686,No,Sun,Dinner,4
18.203349904656935,2.7789429832561123,No,Sun,Dinner,2
21.05088311565868,4.318522429711488,No,Sun,Dinner,2
34.750962586820066,4.25947667925167,No,Sun,Dinner,4
25.781203381647735,1.7356194713147568,No,Sun,Dinner,3
18.688715612395317,3.1493311436679337,No,Sun,Dinner,2
13.118256352592416,2.3894792609582476,No,Sun,Dinner,2
9.947056000160273,2.830694742399354,No,Sun,Dinner,2
32.378913541262946,3.5019385300384744,No,Sun,Dinner,4
9.868843242454703,1.4161434777265571,No,Sun,Dinner,2
26.502570389714997,3.4497681637242583,No,Sun,Dinner,4
19.262076247409013,3.757019195128895,No,Sun,Dinner,2
35.52701991141594,2.1681048930273414,Yes,Sat,Dinner,4
25.09779295181659,1.1482852185166728,No,Sat,Dinner,2
11.868763514930428,1.6150306813036592,Yes,Sat,Dinner,2
50.55735515301545,5.01706191452452,No,Sat,Dinner,4
22.016649823910164,2.592627760725693,Yes,Sat,Dinner,2
14.070687115005974,2.002740485896411,Yes,Sat,Dinner,2
10.910633665733036,2.1703872069767067,Yes,Sat,Dinner,2
18.088999420783754,3.5472944491386076,Yes,Sat,Dinner,4
18.956253035110734,2.7162316653892202,No,Sat,Dinner,3
19.780144383642217,3.440843959324534,No,Sat,Dinner,3
16.941631915623418,2.420827709934577,No,Sat,Dinner,2
3.029744392440744,1.0038138678431268,Yes,Sat,Dinner,1
20.248053812744725,1.5462590797042508,No,Sat,Dinner,2
15.452271153677634,2.0252351197658798,Yes,Sat,Dinner,2
12.889217694795937,1.9848156750241397,No,Sat,Dinner,2
16.43606940190194,2.8455572195974543,No,Sat,Dinner,3
26.839292160698736,2.7162858347310754,Yes,Sat,Dinner,2
24.096405071970324,4.1168933952979785,Yes,Sat,Dinner,2
15.432002788016508,2.007421410325933,No,Sat,Dinner,2
10.553930086756658,1.2151633718207568,No,Sat,Dinner,2
17.039095762595597,3.2745633650552364,Yes,Sat,Dinner,2
29.812888578889304,3.249667077021436,No,Thur,Lunch,4
23.9087750776826,2.413772577900869,No,Thur,Lunch,2
16.098430337731976,2.7100077322858276,No,Thur,Lunch,2
18.86942183033586,3.254297743111196,Yes,Thur,Lunch,2
17.09773113331558,3.6082273573449553,No,Thur,Lunch,2
10.339940419131565,1.9404770375430047,No,Thur,Lunch,1
34.147125744586106,3.71572284267351,Yes,Thur,Lunch,2
15.560509469876889,2.0678434533907524,No,Thur,Lunch,2
34.66483542457634,3.721809426221059,No,Thur,Lunch,4
12.67534996850707,1.9415593293564837,No,Thur,Lunch,2
16.811628966711243,4.131570182619146,No,Thur,Lunch,2
22.802503708807524,4.6114744353269455,No,Thur,Lunch,2
21.125383089405954,2.719011796897653,No,Thur,Lunch,2
29.766101020155414,2.365722942366191,Yes,Fri,Dinner,2
21.101295881802123,3.2043180088889853,No,Fri,Dinner,2
6.271801292548872,1.0487684042878929,Yes,Fri,Dinner,2
16.629740911278233,4.111254145246399,Yes,Fri,Dinner,2
24.887314046003734,2.913375206271349,No,Fri,Dinner,2
41.06295906674065,3.263604804187389,Yes,Fri,Dinner,4
28.839625810002737,3.537083447836424,Yes,Fri,Dinner,2
11.97279471498924,1.3750763081934645,Yes,Fri,Dinner,2
19.577993251310435,2.7469475556659697,Yes,Fri,Dinner,2
11.294019766407704,1.5638349922138093,No,Fri,Dinner,2
11.21105351108656,2.487832434288396,Yes,Fri,Dinner,2
16.86795288963703,2.798041468835074,Yes,Fri,Dinner,2
45.927918160178095,1.9240208963201308,Yes,Sat,Dinner,3
23.14393272747924,2.7914689259300567,Yes,Sat,Dinner,2
20.65943529445704,3.5436892506193463,No,Sat,Dinner,2
14.53433587643107,1.7714447782212963,Yes,Sat,Dinner,2
22.11467806100285,3.3494204268951284,Yes,Sat,Dinner,2
27.423164861915836,3.993601688821904,Yes,Sat,Dinner,2
19.19685773664862,3.43685373361602,No,Sat,Dinner,2
15.385187122589649,4.084576329135224,Yes,Sat,Dinner,2
14.405496958330298,2.779460849536808,No,Sat,Dinner,2
6.533328584922894,0.9388003636468717,No,Sat,Dinner,1
35.956308975933695,2.867871575711239,No,Sun,Dinner,3
26.303310818609962,2.1509545838382578,No,Sun,Dinner,2
27.6920019773935,3.65402356856962,No,Sun,Dinner,3
17.12209098972343,3.7796064388529342,No,Sun,Dinner,2
27.26199225198809,4.67151363639411,No,Sun,Dinner,4
11.632093868869584,1.5923187310204432,No,Thur,Lunch,2
13.484558742478622,1.8221844615151905,No,Thur,Lunch,2
26.22440621944323,2.3776263299402856,No,Thur,Lunch,4
11.929460898685578,2.0882578576642254,No,Thur,Lunch,2
13.919697240102673,1.6686568159253021,No,Thur,Lunch,2
15.259107713349028,2.252803773533923,No,Thur,Lunch,2
16.65146700558669,1.878615350739143,No,Thur,Lunch,2
11.958205683117908,2.5968989816485784,No,Thur,Lunch,2
28.04300052264637,3.3498924100334264,No,Thur,Lunch,6
9.323099179351743,1.5257187144542859,No,Thur,Lunch,2
15.892736703222502,2.073486404492973,No,Thur,Lunch,2
12.013452188011787,1.9640598796251647,No,Thur,Lunch,2
20.840091480493626,1.9216319101021435,No,Thur,Lunch,3
17.559976208088237,1.5915961481145766,No,Thur,Lunch,2
19.44385919003402,3.068628208510347,No,Thur,Lunch,2
11.718539911691284,1.5480954985659567,No,Thur,Lunch,2
12.169749636269332,1.9997302006521713,No,Thur,Lunch,2
17.858975596680416,3.1801631407396926,No,Thur,Lunch,2
8.405010977866665,1.186485100671428,No,Thur,Lunch,2
9.78125901074274,2.0863599281444225,No,Thur,Lunch,2
13.507780680350226,2.0504550279163096,No,Thur,Lunch,2
15.8400194337326,1.89390553455923,Yes,Thur,Lunch,2
13.195006302499202,3.0059731727633223,No,Thur,Lunch,2
19.02912962046431,3.6004222433382727,No,Thur,Lunch,2
36.57799224251829,5.1688283358565545,No,Thur,Lunch,6
42.56971937095685,3.3011970425072747,No,Thur,Lunch,5
29.544346253036764,3.961037817183853,No,Thur,Lunch,6
14.958672360698714,2.509309106994227,No,Thur,Lunch,2
8.539129578897263,1.4580710500605907,No,Thur,Lunch,2
19.314291757922344,1.2977626529510564,No,Thur,Lunch,3
11.083750965375632,1.7845295484974029,No,Thur,Lunch,2
10.596003893123555,1.6511315100642245,No,Thur,Lunch,2
7.588434991466515,2.0788991756369644,No,Thur,Lunch,2
13.560451668920223,2.3848183872255637,No,Sun,Dinner,2
14.279278494557738,2.0599838436483413,No,Sun,Dinner,2
17.47944414752303,2.7685337841150623,No,Sun,Dinner,3
24.622987643935446,1.674619452261659,No,Sun,Dinner,4
19.987590911999085,1.9485864718382877,No,Sun,Dinner,4
28.588846854446178,4.4499409196071245,No,Sun,Dinner,5
48.37492516124377,3.8400301631419587,No,Sun,Dinner,6
23.55911226768425,3.4243187859841893,No,Sun,Dinner,4
13.140664038432634,2.557560147682503,No,Sun,Dinner,2
16.749287551544207,2.092908433489889,No,Sun,Dinner,4
21.847416184279428,3.2127370463540292,No,Sun,Dinner,4
12.905875987229278,2.4744750750259383,No,Sun,Dinner,2
14.78819700476403,1.828879960037058,No,Sun,Dinner,3
14.185476715831314,2.1625986618946045,No,Sun,Dinner,2
17.482838905975527,3.0060818090789,Yes,Sun,Dinner,2
25.94931033857604,2.9858648835133357,No,Sun,Dinner,3
21.45210435725625,2.0372856933266057,No,Sun,Dinner,2
31.258121920087248,3.432844025621673,No,Sun,Dinner,4
9.94347029412224,1.6282548343080152,Yes,Sat,Dinner,2
10.67030681162972,1.9258322458768444,Yes,Sat,Dinner,2
53.07141533605491,6.72076703126786,Yes,Sat,Dinner,3
16.309211965870297,2.9309961765153547,Yes,Sat,Dinner,2
7.557492633524333,5.430646594153053,Yes,Sun,Dinner,2
32.33052657739977,2.5233231296534417,Yes,Sun,Dinner,2
18.122957066344046,4.28494472755568,Yes,Sun,Dinner,2
30.654848299232594,2.3347823616969903,Yes,Sun,Dinner,2
18.959210415393276,2.007425222783896,Yes,Sun,Dinner,2
14.275273304768108,1.8191396789256,Yes,Sun,Dinner,2
9.397572556383055,4.315108508195533,Yes,Sun,Dinner,2
37.08220808287614,2.742675679097513,Yes,Sun,Dinner,2
32.96422662975832,2.8957579331508088,Yes,Sun,Dinner,4
24.31168549493438,4.725794249736084,Yes,Sun,Dinner,2
41.628090648202644,2.576259683435309,Yes,Sun,Dinner,3
22.353363286180524,5.489333409639965,Yes,Sun,Dinner,4
36.954686086846436,2.0909901040293133,Yes,Sun,Dinner,2
20.80099847622603,4.551081295382311,No,Sun,Dinner,5
19.329911749879173,3.7501485134604136,Yes,Sun,Dinner,3
30.7787409723322,1.4330813925586834,Yes,Sun,Dinner,5
18.43586874676775,3.8215238465217327,Yes,Sun,Dinner,3
22.668839257492365,3.554432884112623,Yes,Sun,Dinner,3
15.428235220725394,1.4972510531589007,Yes,Sun,Dinner,2
19.412176369423623,4.535654335862141,Yes,Thur,Lunch,2
29.62491078958693,2.181733090463149,Yes,Thur,Lunch,2
14.614472211900198,2.2034015693742384,Yes,Thur,Lunch,2
15.861072081046181,4.199940800568131,Yes,Thur,Lunch,2
6.826755403966093,1.4565061340947463,No,Thur,Lunch,2
10.148917209064638,2.1902701014627186,Yes,Thur,Lunch,2
45.213544671942564,3.6155361564928388,Yes,Thur,Lunch,4
12.930763889453958,2.1861760519683973,Yes,Thur,Lunch,2
14.186212692490184,2.012722402710942,Yes,Thur,Lunch,2
17.30105973086421,4.3496942147773465,Yes,Thur,Lunch,3
13.455255129450876,2.0427535969924153,Yes,Thur,Lunch,2
